A-KRAFT 'a:?-%kRAfd
Aamann 'O:?-%man?
Aamodt 'O:?-%m6d
Aamund 'O:?-%mOn?
Aanum 'O:-%nOm
Aanæs 'O:?-%nEs
Aaquist 'O:?-%kvesd
Aarab 'O:-%RAb
Aardestrup 'Q:-d@-%sdROb
Aarenstrup 'Q:-6n-%sdROb
Aarestrup 'Q:-6-%sdROb
Aarestrupsvej 'Q:-6-sdRObs-%vAj?
Aarhus 'Q:-%hu:?s
Aaris 'Q:-is
Aarkrog 'Q:-%kROw?
Aarlit 'Q:-lid
Aaron 'a-R6n
Aarre 'Q:-6
Aars 'Q:?s
Aarsleff 'Q:?-%slEf
Aarslev 'Q:?-sl@w
Aarsø 'Q:-%s2:?
Aarup-Kristensen O-ROb-'kRe-sd@n-s@n
Aarup 'Q:?-Ob
Aarø 'O:-%R2:?
Aarøe 'O:-%R2:?
Aas 'O:?s
Aasa 'O:-sa
Aasberg '6-%sbE6?
Aasborg '6-%sbQ:?
Aase 'O:-s@
Aasholm '6s-%h6l?m
Aasiaat A-si-'a:d
Aaskilde '6s-%ki-l@
Aaskov 'O:?-%sg6w?
Aaskoven 'O:?-%sg6w?-@n
Aasmul 'O:-%smul
Aasted 'O:?-%sdED
Aastoft 'O:?s-%t6fd
Aastradsen '6-sdRAD-s@n
Aastrand '6-%sdRAn?
Aastrup '6-%sdROb
Aastrøm 'O:?-%sdR6m?
Aatoft 'O:?-%t6fd
Abas 'a-bas
Abazi A-'ba:-si
Abba 'A-ba
Abbas 'A-bas
Abbasi 'A-b6-%si
Abben 'A-b@n
Abbetved 'A-b@-%dveD
Abboud A-'bud
Abd 'Abd
Abdalla Ab-'da-la
Abdallah Ab-'da-la
Abdel 'Ab-del
Abdelaziz Ab-de-la-'si:s
Abdelhamid Ab-del-hA-'mid
Abdelkader Ab-del-ka-'dE6
Abdelkarim Ab-del-kA-'im
Abdelkrim Ab-del-'kRim
Abdellah Ab-'dE-la
Abdellatif Ab-de-la-'tif
Abdelmajid Ab-del-mA-'djid
Abderrahim Ab-de-RA-'him
Abderrahman Ab-de-'RAg-man
Abderrahmane Ab-de-RA-'man
Abdeslam Ab-de-'slAm
Abdi 'Ab-di
Abdiaziz Ab-di-a-'sis
Abdifatah Ab-di-'fA-tA
Abdihakim Ab-di-hA-'kim
Abdikarim Ab-di-kA-'Rim
Abdillahi Ab-di-'lA-hi
Abdinasir Ab-di-nA-'si6
Abdirahim Ab-di-RA-'him
Abdirahman Ab-di-'RAg-mAn
Abdirashid Ab-di-RA-'s'id
Abdirisak Ab-di-Ri-'sAg
Abdirisaq Ab-di-Ri-'sAg
Abdirizak Ab-di-Ri-'sAg
Abdisalan Ab-di-sA-'lAn
Abdo 'Ab-do
Abdollah Ab-'d6-la
Abdolreza Ab-d6l-'Re:-sa
Abdul-Ghani Ab-dul-'gA:-ni
Abdul-Karim Ab-dul-kA-'Rim
Abdul-Rahman Ab-dul-RA-'mAn
Abdul Ab-'dul
Abdulah Ab-'du-la
Abdulahi Ab-du-'lA-hi
Abdulaziz Ab-du-la-'si:s
Abdulkadir Ab-dul-kA-'di6
Abdulkarim Ab-dul-kA-'Rim
Abdulla Ab-'du-la
Abdullah Ab-'du-la
Abdullahi Ab-du-'lA-hi
Abdulle Ab-'du-le
Abdulovski Ab-du-'l6w-sgi
Abdulqadir Ab-dul-kA-'di6
Abdulrahman Ab-dul-'RAg-man
Abdulrazek Ab-'dul-RA-%sEg
Abdurahman Ab-du-'RAg-man
Abdurrahman Ab-du-'RAg-man
Abed 'a-bed
Abeer A-'bi6
Abel 'a:?-b@l
Abeline A-b@-'li:-n@
Abelone A-b@-'lo:-n@
Abelsen 'a-b@l-s@n
Abelsvej 'a:?-bels-%vAj?
Abelvej 'a:?-b@l-%vAj?
Aberdeen a-b6-'di:n
Abessinien A-b@-'si:?-nj@n
Abid a-'bid
Abida A-'bi-da
Abigaelsvej A-bi-'ga:ls-%vAj?
Abild 'a-%bil?
Abildgaard 'A-bil-%gQ:?
Abildgaardsgade 'a-bil-gQ:s-%ga:D-@
Abildgade 'a-bil-%ga:D-@
Abildgren 'a-bil-%gRe:?n
Abildgård 'a-bil-%gQ:?
Abildgårde 'A-bil-%gQ:-6
Abildgårdsvej 'a-bil-gQ:s-%vAj?
Abildhave 'A-bil-%ha:-v@
Abildhaven 'a-bil-%ha:-v@n
Abildhede a-bil-'he:D-@
Abildholt 'a-bil-%h6l?d
Abildhøj 'a-bil-%h6j?
Abildhøjvej a-bil-'h6j?-%vAj?
Abildkær 'A-bil-%kE6?
Abildro 'a-bil-%Ro:?
Abildskov 'a-bil-%sg6w?
Abildstrøm 'A-bil-%sdR6m?
Abildtorpe 'A-bil-%tQ:-b@
Abildtrup 'a-bil-%tROb
Abildvej 'a-bil-%vAj?
Abildvig 'a-bil-%vi:?
Abildå 'A-bil-%O:?
Abildøre a-bi-'l2:-@
Abiolas a-bi-'o:-las
Abir a-'bi6
Abisgade 'a-bi-%sga:D-@
Abkær 'Ab-%kE6?
Aborg 'a-%bQ:?
Aborrebjerg A-bQ:-6-'bjE6?w
Abortloven a-'bQ:d-%lO:?-v@n
Aboud a-'bud
Abraham 'a:-bRA-%hAm
Abrahams 'a:-bRA-%hAms
Abrahamsen 'a:-bRA-%hAm?-s@n
Abrahamson 'a:-bRA-%hAm-s6n
Abrahamsson 'a:-bRA-%hAm-s6n
Abrikosvej A-bRi-'ko:?s-%vAj?
Absalon 'Ab-sa-l6n
Absalonsen 'Ab-sa-%l6n-s@n
Absalonsgade 'Ab-sa-l6ns-%ga:D-@
Abshir Ab-'s'i6
Abterp 'Ab-%tE6b
Abu 'a:-bu
Abuja A-'bu-dja
Abukar A-bu-'kA:
Acaciavej a-'ka:?-s'a-%vAj?
Acapulco a-ka-'pul-ko
Acar A-'kA:
Accra 'A-kRA
Acervej 'a:?-s6-%vAj?
Achen 'A-k@n
Achilles a-'ki-les
Achim 'A-him
Achton 'Ag-t6n
Aci 'a:-si
Acikel 'a-si-kel
Ackermann 'A-g6-%mAn
Acorerne a-'so:?-6-n@
Actionman 'ag-s'en-%ma:n
Acton 'Ag-t6n
Ada 'a:-da
Adalet a-da-'lEd
Adam 'a:-dAm
Adamczyk 'a-dAm-%syg
Adams 'a:-dAms
Adamsen 'a:-%dAm?-s@n
Adamsgade 'a:-dAms-%ga:D-@
Adamsgave 'a:-dams-%ga:-v@
Adamshøj 'a:-dAms-%h6j?
Adamspolde 'a:-dams-%p6-l@
Adamsson 'a:-dAm-s6n
Adamstown 'a-dems-%tAwn
Adan a-'dan
Adbøl 'aD?-%b2l
Adda 'a-da
Addi 'a-di
Addie 'a-di
Addit 'a-%did
Additnæs 'aD-did-%nEs
Addy 'a-di
Adeel a-'di:l
Adel a-'dEl
Adela a-'de:-la
Adelaide 'a-d@-%lEjd
Adelberg 'aD?-@l-%bE6?
Adelbirk 'aD?-@l-%bi6g
Adelborg 'aD?-@l-%bQ:?
Adelbrick 'aD?-@l-%bReg
Adelbrinck 'aD?-@l-%bReN?g
Adelby 'aD?-@l-%by:?
Adele a-'de:-l@
Adeleng 'aD?-@l-%EN?
Adelgaard 'aD?-@l-%gQ:?
Adelgade 'aD?-@l-%ga:D-@
Adelhardt 'aD?-@l-%hA:d
Adelheid 'aD?-@l-%hAjd
Adelholm 'aD?-@l-%h6l?m
Adelina a-d@-'li:-na
Adeline a-d@-'li:-n@
Adelsbæk 'aD?-els-%bEg
Adelskov 'aD?-@l-%sg6w?
Adelstorp 'aD?-els-%tQ:b
Adelstrup 'aD?-@l-sdROb
Adelsvejsvang 'aD?-els-vAjs-%vAN?
Adeltoft 'aD?-@l-%t6fd
Adelvad 'aD?-@l-%vaD
Adelvard 'aD?-@l-%vA:d
Adelvej 'aD?-@l-%vAj?
Adelørn 'aD?-@l-%96?n
Adem a-'dEm
Ademi a-'de:-mi
Aden 'A:-den
Adenvej a-'de:?n-%vAj?
Adgangsvejen 'aD-gANs-%vAj?-@n
Adham 'ad-%hAm
Adi 'a-di
Adil 'a-dil
Adile a-'di:-le
Adilsvej 'a:-dils-%vAj?
Adina a-'di:-na
Adis 'a-dis
Adisa a-'di-sa
Adjunktvej aD-'jON?d-%vAj?
Adler 'aD?-l6
Adlershuse aD-l6s-'hu:-s@
Adlouni ad-'lo:-ni
Administrationsgruppen aD-mi-ni-sdRA-'s'o:?ns-%gRu-b@n
Admir 'ad-mi6
Admira ad-'mi:-A
Admiralgade aD-mi-'RA:?l-%ga:D-@
Adnan 'ad-nan
Adolf 'a:-%d6l?f
Adolfsen 'a:-d6lf-s@n
Adolph 'a:-%d6l?f
Adolphsen 'a:-d6lf-s@n
Adoptionsloven a-d6b-'s'o:?ns-%lO:?-v@n
Adoptionsnævnet a-d6b-'s'o:?ns-%nEw?-n@D
Adoptionssamrådet a-d6b-'s'o:?ns-sAm-%RO:?D-@D
Adrian 'a:?-dRi-an
Adriana a-dRi-'a:-na
Adriano a-dRi-'a:-no
Adriansen 'a:?-dRi-an-s@n
Adriansvej 'a:?-dRi-ans-%vAj?
Adrianus a-dRi-'a:-nus
Adriaterhavet a-dRi-'a:?-d6-%ha:?-v@D
Adriaterkysten a-dRi-'a:?-d6-%k2-sd@n
Adsbøl 'aD?-%sb2l
Adsbøll 'aD?-%sb2l
Adser 'a-s6
Adserballe 'aD-s6-%ba-l@
Adsersbøl 'aD-s6-%sb2l
Adsersen 'a-s6-s@n
Adslev 'aD?-%slew
Adventskirken 'aD-vEnds-%ki6-g@n
Advokatnævnet aD-vo-'ka:?d-%nEw?-n@D
Advokatrådet aD-vo-'ka:?d-%RO:?D-@D
Ady 'a-di
Aebeloe 'E:-b@-%l2:?
Aer 'a:-6
Aero 'E:-Ro
Aerochef 'E:-Ro-%s'Ef
Afaf a-'fAf
Aferdita A-f6-'di-da
Afghanistan Aw-'ga:?-ni-sdan
Afghanistans Aw-'ga:?-ni-%sdans
Afif a-'fif
Aflandshage Aw-lANs-'ha:-@
Afrah 'A-fRA
Afrika 'A-fRi-ka
Afrikas 'A-fRi-kas
Afrikavej 'A-fRi-ka-%vAj?
Afrim A-'fRim
Afrodite A-fRo-'di-d@
Afroditevej A-fRo-'di-d@-%vAj?
Afsaneh Af-'sA:-ne
Afshan Af-'s'An
Afshin Af-'s'in
Afskrivningsloven 'Aw-%sgRiw?-neNs-%lO:?-v@n
Aftab Af-'tAb
Aftenbladet 'Af-d@n-%blaD?-@D
Aftenposten 'Af-d@n-%p6-sd@n
Aftenvej 'Af-d@n-%vAj?
Aftonbladet 'Af-t6n-%blA:-ded
Afzal Af-'sAl
Afzelius Aw-'se:?l-jus
Agac 'A-gAds
Agadir 'a-ga-di6
Agana 'a-ga-na
Agar a-'gA:
Agata a-'ga-da
Agatha a-'ga:-ta
Agathe a-'ga:?-d@
Agatudse 'A-ga-%tu-s@
Agatvej a-'ga:?d-%vAj?
Agavej 'A-ga-%vAj?
Agda 'Ag-da
Agdrup 'a:?-%dROb
Agdrupvej 'Aw?-dROb-%vAj?
Agedrup 'a:j-%dROb
Agedrupvej 'a:-@-dROb-%vAj?
Agentoft 'a:-@n-%t6fd
Ager a-'gE6
Agerbach 'a:?-6-%bAg
Agerbak 'a:?-6-%bAg
Agerbakken 'a:?-6-%bA-g@n
Agerbech 'a:?-6-%bEg
Agerbeck 'a:?-6-%bEg
Agerbo 'a:?-6-%bo:?
Agerbos 'a:?-6-%bo:?s
Agerby 'a:?-6-%by:?
Agerbæk 'a:?-6-%bEg
Agerbækhuse a:-6-bEg-'hu:-s@
Agerbæksvej 'a:?-6-bEgs-%vAj?
Agerbærvej 'a:?-6-bE6-%vAj?
Ageren 'a:?-6-6n
Agerfeld 'a:?-6-%fEl?d
Agergaard 'a:?-6-%gQ:?
Agerhatten 'a:?-6-%ha-d@n
Agerholm 'a:?-6-%h6l?m
Agerkrog 'a:?-6-%kROw?
Agerkvist 'a:?-6-%kvesd
Agerlandsvej 'a:?-6-lans-%vAj?
Agerledet 'a:?-6-%leD?-@D
Agerley 'A-g6-%lej
Agerlin A-g6-'lin
Agermose 'a:?-6-%mo:-s@
Agernem 'a:?-6-%nEm?
Agernvej 'a:?-6n-%vAj?
Agernvænget 'a:?-6n-%vEN-@D
Agernæs 'a:?-6-%nEs
Agernæsgård a:-6-nEs-'gQ:?
Agersbæk 'a:?-6s-%bEg
Agersbøl 'a:?-6-%sb2l
Agerschou 'a:?-6-%sg6w?
Agersende 'a:?-6s-%E-ne
Agershvile a:-6s-'vi:-l@
Agersig 'a:?-6-%si:?
Agerskjold 'a:?-6-%sgj6l?
Agerskov 'a:?-6-%sg6w?
Agersnap 'a:?-6-%snAb
Agersted 'a:?-6-%sdED
Agerstedskov a:-6-sdED-'sg6w?
Agersten 'a:?-6-%sde:?n
Agerstrup 'a:?-6-%sdROb
Agerstrøm 'a:?-6-%sdR6m?
Agersvold 'a:?-6s-%v6l?
Agersø 'a:?-6-%s2:?
Agertoft 'a:?-6-%t6fd
Agertoften 'a:?-6-%t6f-d@n
Agerup 'a:?-6-%ROb
Agerupgård a:-@-ROb-'gQ:?
Agervangen 'a:?-6-%vAN?-@n
Agervej 'a:?-6-%vAj?
Agervig 'a:?-6-%vi:?
Agerø 'a:?-6-%2:?
Agerøvej 'a:?-6-2:-%vAj?
Agesen 'a:-@-s@n
Aggebo 'A-g@-%bo:?
Aggeboe 'A-g@-%bo:?
Aggebogårdsvej A-g@-bo:-'gQ:?s-%vAj?
Agger 'A-g6
Aggerbeck 'A-g6-%bEg
Aggergaard 'A-g6-%gQ:?
Aggergren 'A-g6-%gRe:?n
Aggerholm 'A-g6-%h6l?m
Aggerhus A-g6-'hu:?s
Aggersborg A-g6s-'bQ:?
Aggersborggade 'A-g6s-bQ:-%ga:D-@
Aggerstrøm 'A-g6-%sdR6m?
Aggersund A-g6-'sOn?
Aggersundbroen A-g6-'sOn?-%bRo:?-@n
Aggersundvej A-g6-'sOn?-%vAj?
Aggersvold 'A-g6s-%v6l?
Aggersvoldvej A-g6s-'v6l?-%vAj?
Aggerup 'A-g@-%ROb
Aggervej 'A-g6-%vAj?
Aggesen 'A-g@-s@n
Aggestrup 'A-g@-%sdROb
Aggi 'A-gi
Agha 'A-ga
Agic 'a-gig
Agim 'A:-gem
Agirbas 'a-gi6-%bas
Agkvist 'a:?-%kvesd
Agna 'A-gna
Agnar 'Aw?-nA
Agner 'Aw?-n6
Agnes 'Aw-n@s
Agneta Aw-'ne:-ta
Agnete Aw-'ne:?-d@
Agnetevej Aw-'ne:?-d@-%vAj?
Agnetha A-'gne:-ta
Agnethe Aw-'ne:?-d@
Agnieszka A-gni-'E-sga
Agnslev 'Aw?n-sl@w
Agnsø 'Awn-%s2:?
Agrarpartiet a-'gRA:?-pA-%ti:?-@D
Agregaard 'a:-R6-%gQ:?
Agremølle 'A-gR@-%m2-l@
Agri 'a:-gRi
Agrihøj 'a:-gRi-%h6j?
Agrivej 'a:-gRi-%vAj?
Agro 'a:-gRo
Agron 'A-gR6n
Agsø 'Ag-%s2:?
Agtrup 'Ag-%tROb
Agtrupskov Ag-tROb-'sg6w
Agtrupvig Ag-tROb-'vi:?
Agust 'A-gusd
Aha A-'hA:
Ahl 'a:?l
Ahlam 'A:-lAm
Ahlberg 'a:l-%bE6?
Ahlbom 'A:l-%bOm
Ahlburg 'a:l-%bu6
Ahle 'a:-l@
Ahlefeldt-Laurvig a:-l@-fEld-'lAw?-6-%vi:?
Ahlefeldtsgade 'a:-l@-fElds-%ga:D-@
Ahlefeldtsvej 'a:-l@-fElds-%vAj?
Ahler 'a:-l6
Ahlers 'a:-l6s
Ahlfors 'a:l-%fQ:s
Ahlgreen 'a:l-%gRe:?n
Ahlgren 'a:l-%gRe:?n
Ahlm 'A:lm
Ahlmann-Ohlsen Al-man-'o:?l-s@n
Ahlmann 'a:l-%man?
Ahlmannsgade 'a:l-mans-%ga:D-@
Ahlmannsvej 'a:l-mans-%vAj?
Ahlquist 'a:l-%kvesd
Ahlstrand 'Al-%sdRAn?
Ahlstrøm 'a:l-%sdR6m?
Ahm 'Am
Ahmad 'A:-mAd
Ahmadi A-'ma-di
Ahmed 'Ag-m@d
Ahmedi A-'mE-di
Ahmet 'Ag-m@d
Ahmetagic A-me-'tA-gig
Ahmetovic A-'me-to-%vids
Ahn 'An
Ahof 'A:-%h6f
Ahornsgade 'a-ho6ns-%ga:D-@
Ahornskellet 'a-ho6n-%sgEl?-@D
Ahornvej 'a-ho6n-%vAj?
Ahornvænget 'a-ho6n-%vEN-@D
Ahrends 'a:?-R6nds
Ahrendsen 'a:?-R6n-s@n
Ahrendt 'a:-%R6nd
Ahrendtsen 'a:?-R6nd-s@n
Ahrenfeldt 'A:-R6n-%fEl?d
Ahrenkiel 'A:-R6n-%ki:l
Ahrenkilde 'A-6n-%ki-l@
Ahrens 'A:-R6ns
Ahrensbach 'A:-R6n-sbAg
Ahrensberg 'A:-R6n-%sbE6?
Ahrensbøll 'A:?-6n-%sb2l
Ahrenst 'A:-R6nsd
Ahrnkiel 'A:n-%ki:l
Ahsan 'A:-san
Ai 'Aj
Aia 'A-ja
Aicha 'Aj-s'a
Aida a-'i:-da
Aidt 'Ajd
Aila 'Aj-la
Aileen Aj-'li:n
Aili 'Aj-li
Aiman 'Aj-mAn
Aimee E-'me
Aina 'Aj-na
Aino 'Aj-no
Airi 'Aj-Ri
Aisa 'Aj-sa
Aisha 'Aj-s'a
Aistrup 'Aj?-%sdROb
Aja 'A-ja
Ajanovic A-'ja-no-%vids
Ajax 'A-jAgs
Ajdin 'Aj-din
Aje 'A-j@
Ajke 'Aj-g@
Ajla 'Aj-la
Ajsa 'Aj-sa
Ajstrup 'Aj?-%sdROb
Ajstrupvej 'Aj?-sdROb-%vAj?
Akacievej a-'ka:?-s'@-%vAj?
Akademirådet a-ka-d@-'mi-%RO:?D-@D
Akar A-'kA:
Akbar 'Ag-bA
Akbari Ag-'bA-i
Akbas Ag-'bAs
Akbina Ag-'bi:-na
Akbulut Ag-bu-'lud
Akcay 'A-kAj
Akdag 'Ag-dAg
Akdeniz Ag-'de:-nis
Akdogan Ag-'do:-gan
Akelejevej A-g@-'lA-j@-%vAj?
Akershus a:-k6s-'hu:?s
Akgül A-'gyl
Akhtar 'Ag-tA
Aki A-'ki
Akif A-'kif
Akiko 'A-ki-ko
Akin A-'kin
Akinci A-'kin-si
Akkas 'A-kas
Akkaya a-'kA-ja
Akkerup 'A-g@-%ROb
Akram 'a-%kRAm
Akrar A-'kRA:
Aksel 'Ag-s@l
Akselbo 'Ag-sEl-%bo:?
Akselhavn Ag-s@l-'hAw?n
Akselholm 'Ag-s@l-%h6l?m
Aksels 'Ag-sels
Akselsen 'Ag-s@l-s@n
Akselterp Ag-s@l-'tE6b
Akseltorv 'Ag-s@l-%tQw?
Akselved Ag-s@l-'veD
Aksglæde 'Ags-%glE:D-@
Aksoy 'Ag-s6j
Aktas 'Ag-tas
Aktieselskabslovens 'Ag-s'@-sEl-sga:bs-%lO:?-v@ns
Aktivbanken 'Ag-tiw-%bAN?-g@n
Aktuelt Ag-tu-'El?d
Aktuelts Ag-tu-'El?ds
Akureyri 'A-ku-%RAj-Ri
Akyürek A-kjy-'Reg
Akzo 'Ag-so
Akær 'A-%kE6?
Al-Ahmad Al-A-'mAd
Al-Ali Al-A-'li
Al-Asadi Al-A-'sA:-di
Al-Hirz Al-'hi6s
Al-Hulo Al-'hu:-lo
Al-Khafaji Al-kA-'fA:-dji
Al-Khatib Al-kA-'tib
Al-Manamah al-ma-'nA-ma
Al-Tamimi Al-tA-'mi:-mi
Al 'al
Ala 'a-la
Alaa a-'lA:
Alabama a-la-'ba:-ma
Aladdin a-'la-din
Aladdinvej a-'la-din-%vAj?
Alagic a-la-'gig
Alain a-'lEN
Alam a-'lAm
Alamo 'a-la-%mOw
Alan 'a-lan
Alanya a-'la-nja
Alaska a-'la-sga
Alaskas a-'la-sgas
Alastair 'a-li-%sd6
Alawie a-'lA-vi
Alba 'al-ba
Alban 'al-ban
Albani al-'ba:-ni
Albanien al-'ba:?-nj@n
Albaniens al-'ba:?-nj@ns
Albaniensgade al-'ba:?-nj@ns-%ga:D-@
Albanigade al-'ba:-ni-%ga:D-@
Albeck 'al-%bEg
Albek 'al?-%bEg
Alber 'al?-b6
Alberg 'al-%bE6?
Albers 'al?-b6s
Albert 'al?-bQd
Alberta al-'bE6-ta
Alberte al-'bE6-d@
Alberthe al-'bE6-d@
Alberti al-'bE6-ti
Albertine al-bE6-'ti:-n@
Alberto al-'bE6-to
Alberts 'al?-b6ds
Albertsen 'al?-b6d-s@n
Albertslund al-b6d-'slOn?
Albertsløkke al-b6ds-'l2-g@
Albertus al-'bE6-tus
Albertville 'al-bed-%vil
Albin 'al-bin
Albina al-'bi:-na
Albinus al-'bi:-nus
Albinussen al-'bi:-nu-s@n
Albjerg 'al-%bjE6?
Albrecht 'al?-%bRegd
Albrechtsen 'al?-%bRegd-s@n
Albrechtslund al-bRegds-'lOn?
Albrectsen 'al?-bRegd-s@n
Albrekt 'al?-bRegd
Albrektsen 'al?-bRegd-s@n
Albret 'al?-%bRed
Albretsen 'al?-bR@d-s@n
Albufeira al-bu-'fAj-RA
Albys 'al-%by:?s
Albæk 'al?-%bEg
Albøge 'al-%b2:-@
Alcatraz 'al-ka-%tRA:s
Alcudia al-'ku:?-dja
Alda 'al-da
Aldahl 'al-%da:?l
Alderslyst 'al?-6s-%l2sd
Aldersro 'al?-6s-%Ro:?
Aldersrogade a-l6s-'Ro:?-%ga:D-@
Aldersrovej a-l6s-'Ro:?-%vAj?
Aldi 'al-di
Aldijana al-di-'ja:-na
Aldin 'al-din
Aldina al-'di:-na
Aldo 'al-do
Aldona al-'do:-na
Aldrup 'al?-%dROb
Alec 'a-leg
Alehave 'a:-l@-%ha:-v@
Alejandro 'a-lE-%hAn-dRo
Aleks 'a-lEgs
Aleksandar a-lEg-'san-dA
Aleksander a-lEg-'san?-d6
Aleksandr a-leg-'san?-d6
Aleksandra a-l@g-'san-dRA
Alen 'a-len
Alena a-'le:-na
Alenbæk 'a:-l@n-%bEg
Alessandra a-le-'san-dRA
Alessandro a-le-'san-dRo
Alette a-'lEd
Aleuterne a-'l9w?-d6-n@
Alev 'a:-lew
Alex 'a-lEgs
Alexandar a-l@g-'san?-d6
Alexander a-lEg-'san?-d6
Alexanderplatz A-lEg-'sAn-d6-%plAds
Alexanders a-lEg-'san?-d6s
Alexandersen a-lEg-'san?-d6-s@n
Alexandra a-lEg-'san-dRA
Alexandragade a-l@g-'san-dRA-%ga:D-@
Alexandravej a-l@g-'san-dRA-%vAj?
Alexandre a-leg-'sA:n-dRe
Alexandria a-lEg-'sAn?-dRi-a
Alexandrine a-l@g-san-'dRi:-n@
Alexandros a-leg-'san-dR6s
Alexei a-lEg-'sEj
Alexia a-'lEg-si-a
Alexis a-'lEg-sis
Alf 'al?f
Alfa 'al-fa
Alfastsen 'al-fasd-s@n
Alfavej 'al-fa-%vAj?
Alfhild 'alf-%hil?
Alfons al-'f6Ns
Alfred 'al?-fR@D
Alfredo al-'fRe:-do
Alfrida al-'fRi:-da
Alfsol alf-'so:?l
Algade 'al-%ga:D-@
Algarve 'al-%gA:v
Algarvekysten al-'gA:-v@-%k2-sd@n
Algeciras Al-he-'si:-RAs
Alger 'al-dj6
Algeriet al-s'@-'Ri:?-@D
Algeriets al-s'@-'Ri:?-@Ds
Algestrup 'al-j@-%sdROb
Algier al-'s'i6?
Algiers al-'s'i6?s
Algot 'al-g6d
Algreen-Petersen al-gRe:n-'pe:?-d6-s@n
Algreen-Ussing al-gRe:n-'u-seN
Algren 'al-%gRe:?n
Algrensen 'al-%gRe:?n-s@n
Alhale 'al-%ha:-l@
Alhambravej A-'lAm-bRA-%vAj?
Alhed al-'hEd
Alhede 'al-%he:D-@
Alheden 'al-%he:D-@n
Ali a-'li
Alia 'al-ja
Alibasic a-li-'ba-sig
Alic 'a-lig
Alicante a-li-'kan-de
Alice 'a-lis
Alici a-'li-si
Alicia a-'li:?-s'a
Alicja a-'li:?-s'a
Alida a-'li:-da
Alija 'a:-li-a
Alijagic a-li-ja-'gig
Aliji A-'li-ji
Alili A-'li-li
Alina a-'li:-na
Aline a-'li:-n@
Alireza a-li-'Re:-sa
Alis 'a-lis
Alisa a-'li:-sa
Alise 'a-lis
Alison 'a-li-s6n
Aliti A-'li-ti
Alix 'a-ligs
Aliye a-'li:-e
Aljic 'Al-jids
Alken 'al?-k@n
Alkevej 'al-g@-%vAj?
Alkjær 'al-%kE6?
Alkær 'al-%kE6?
Alkærlund al-kE6-'lOn?
Alkærsig 'al-kE6-%si:?
Alla 'a-la
Allaa a-'lA:
Allan 'a-lan
Alle 'a-l@
Allebæk 'a-l@-%bEg
Alleen a-'le:?-@n
Alleenborg a-'le:?n-%bQ:?
Allehelgen a-l@-'hEl-j@n
Allehelgensgade a-l@-'hEl-j@ns-%ga:D-@
Allehøje 'a-l@-%h6-j@
Allelev 'a-l@-%lew
